Date,RegionName,InventoryRaw_AllHomes,MedianListingPrice_1Bedroom,MedianListingPrice_2Bedroom,MedianListingPrice_3Bedroom,MedianListingPrice_4Bedroom,MedianListingPrice_5BedroomOrMore,MedianListingPrice_AllHomes,MedianListingPrice_CondoCoop,MedianListingPrice_DuplexTriplex,MedianListingPrice_SingleFamilyResidence,MedianPctOfPriceReduction_AllHomes,MedianPctOfPriceReduction_CondoCoop,MedianPctOfPriceReduction_SingleFamilyResidence,MedianPriceCutDollar_AllHomes,MedianPriceCutDollar_CondoCoop,MedianPriceCutDollar_SingleFamilyResidence,MedianRentalPrice_1Bedroom,MedianRentalPrice_2Bedroom,MedianRentalPrice_3Bedroom,MedianRentalPrice_4Bedroom,MedianRentalPrice_5BedroomOrMore,MedianRentalPrice_AllHomes,MedianRentalPrice_CondoCoop,MedianRentalPrice_DuplexTriplex,MedianRentalPrice_MultiFamilyResidence5PlusUnits,MedianRentalPrice_SingleFamilyResidence,MedianRentalPrice_Studio
2017-06-30,Wisconsin,32863,99900,140900,199999,269900,3E+05,199500,175900,139000,199900,3.57270453733476,3.33555703802535,3.57398141529665,7400,5000,7900,850,960,1200,1450,,1225,,817.5,950,1200,900
2017-06-30,Wyoming,4852,159200,175875,234000,290000,390000,239900,,194450,239900,3.43642611683849,,3.38983050847458,9000,,9000,649,700,1100,,,1100,,700,725,1100,1050
2017-07-31,Alabama,28524,,125000,169900,284995,359900,190000,235450,138000,189900,3.12597686777117,2.66878985091554,3.12695434646654,5100,6000,5100,738,800,1000,1500,1800,1000,995,650,835,1000,1000
2017-07-31,Alaska,3671,118250,179900,279500,375000,475000,275000,185000,425000,295000,2.30769230769231,2.35237855955963,2.29508196721312,6000,5000,6600,900,1200,1650,2100,1800,1600,1400,1200,1200,1750,
2017-07-31,Arizona,28470,89950,193900,249990,327962.5,418900,269000,173000,250000,275752,1.88679245283019,2.131361461505,1.86950831931202,5000,5000,5000,941,1100,1289,1450,,1375,1200,850,1120,1400,1390
2017-07-31,Arkansas,16710,99900,89925,149900,275000,369900,164500,175000,167000,164500,3.36134453781513,,3.34265880910645,5100,,5100,694,700,1050,1500,,1095,895,650,750,1100,1075
2017-07-31,California,65146,325000,384000,459000,605000,898888,499950,457500,699000,519000,2.75761973875182,2.54668930390493,2.77919311356394,14100,10100,15000,1950,2375,2750,3000,3505,2695,2600,1850,2222,2700,1915
2017-07-31,Colorado,22818,250000,319000,382500,510000,685000,406500,323950,499000,420000,2.52134328141134,2.63227165043433,2.5062656641604,10000,10000,10000,1429,1650,1950,2250,2250,1825,1500,1200,1525,1950,1360
2017-07-31,Connecticut,20258,155000,195000,275000,449000,699000,315000,214900,215000,339900,3.51422600104498,3.45006047872103,3.53356890459364,10000,7050,10000,1250,1450,1850,2300,1700,1800,1500,1250,1350,2000,1200
2017-07-31,Delaware,6320,159450,180000,251900,354900,499900,275900,269900,,276900,2.92682926829269,3.42007434944238,2.91428571428571,7100,5000,7400,950,1175,1372.5,1733,,1350,1200,1000,1096,1350,1000
2017-07-31,DistrictofColumbia,1230,389000,575000,649000,850000,1796000,549999.5,465999,,650000,3.31184707712825,3.22780281065507,3.33333333333333,20000,15000,21000,2280,3030,3550,3725,,2659,2412.5,2371.5,2350,3300,1830
2017-07-31,Florida,132464,179900,198000,260000,359900,545900,279999,249900,289900,289900,2.75675675675676,3.2258064516129,2.63852242744064,9000,7000,9000,1350,1595,1795,2150,3000,1750,1700,1600,1580,1750,1650
2017-07-31,Georgia,52998,164900,159900,184500,289000,411900,235000,196115,,239900,2.77777777777778,2.63296471827278,2.77777777777778,7400,5000,7501,1210,1250,1275,1600,2000,1350,1350,950,1275,1350,1300
2017-07-31,Hawaii,6626,375000,529000,674000,899000,1249000,6E+05,475000,895000,725000,3.37335620354489,3.06122448979592,3.61906015836761,19000,13000,20000,1695,2100,2650,3150,2800,2300,2100,1795,2000,2750,1400
2017-07-31,Idaho,9666,185000,190700,249000,299900,390000,274900,298000,257400,274900,2.94204177699323,3.76569037656904,2.94117647058824,9000,10000,8900,650,795,1200,1450,,1245,995,795,785,1250,
2017-07-31,Illinois,56528,118999.5,150000,204000,337850,390000,219900,225000,199000,219900,2.94204177699323,2.98003072196621,2.94093840218007,6400,6000,6500,1395,1595,1850,2300,,1650,1700,1470,1550,1575,1450
2017-07-31,Indiana,24202,75000,89900,155000,257990,365000,165900,145000,85000,168500,3.09310238168884,2.94290759270159,3.11314558649728,5000,5000,5000,725,825,1100,1375,,1095,1100,650,850,1080,1053.5
2017-07-31,Iowa,12786,108500,120000,184900,279000,365000,174500,184900,136000,171550,3.15151515151515,2.74343906288074,3.17862097103223,5000,5000,5000,700,870,1200,,,1095,975,750,830,1125,875
2017-07-31,Kansas,11378,66000,75000,148500,260000,347490,169900,,149925,169900,3.22684737011939,,3.22650032265003,5050,,5050,699.5,775,1100,1395,1200,1100,895,757,791,1100,
2017-07-31,Kentucky,16729,99000,118000,160900,274900,365000,173500,155000,144900,174900,3.28571428571428,2.94212270807763,3.30645161290323,5000,4950,5099,775,850,1150,1500,,1100,1050,749,850,1100,995
2017-07-31,Louisiana,18981,,124900,185000,278500,4E+05,205000,239000,259000,205000,3.06441525953721,3.8647342995169,3.04994607932707,6000,6000,6000,950,1000,1200,1600,,1300,1350,1200,1100,1300,1400
2017-07-31,Maine,9446,129650,184949.5,234900,298900,350000,234000,250000,179000,229900,4.06091370558376,3.60342489468521,4.1095890410959,10000,9500,10000,1100,1295,1450,1700,,1800,1850,1200,1200,1750,
2017-07-31,Maryland,22559,129900,215000,351074.5,488990,759990,309000,229900,269000,319900,2.95358649789029,3.16455696202531,2.94290759270159,10000,7900,10000,1367.5,1517,1720,2195,2800,1750,1600,1200,1500,1800,1734
2017-07-31,Massachusetts,18132,299000,324900,379000,555000,649900,424900,379000,339900,435000,3.12695434646654,2.90683842107443,3.20422535211268,10100,10000,10900,1950,2395,2850,3599,4200,2600,2500,2500,2500,2800,1685
2017-07-31,Michigan,45906,90000,130000,194900,327227,429900,169900,204900,129900,168846,3.84674565317741,3.04528483680598,3.87596899224806,6800,7000,6675,769.5,1005,1200,1900,,1125,1400,775,995,1075,950
2017-07-31,Minnesota,21116,155000,184900,240000,339900,450000,249900,179000,214995,250000,3.06435137895812,3.22788896061975,3.06122448979592,9999,5000,10000,1205,1375,1575,1750,2011,1500,1300,975,1300,1550,1100
2017-07-31,Mississippi,12334,89900,103750,159900,265000,345900,175000,224900,137425,174900,3.44827586206896,2.24676437220717,3.4494653328734,5500,4350,5500,695,795,1100,1500,,1100,,700,797,1100,1050
2017-07-31,Missouri,30829,79900,97800,164900,292500,379000,169900,154000,145900,170000,3.30110036678893,3.33444481493831,3.2981410292124,5100,5000,5100,770,817,1000,1250,1139.5,975,995,700,825,959,897
2017-07-31,Montana,6973,185000,219000,295000,369900,482450,3E+05,259900,280000,309900,3.45475799317579,,3.4769781491093,10000,,10000,690,850,1350,1500,,1200,,765,795,1250,600
2017-07-31,Nebraska,4776,119900,135000,179000,299670,349900,196950,235019,148200,195000,3.11180262280507,3.06949802766729,3.11284046692607,6000,7250,6000,840,975,1295,1400,,,,725,900,1250,695
2017-07-31,Nevada,15050,153400,195000,259000,341950,450000,289900,149900,260000,299000,2.32666356444858,3.62650602409639,2.2737608003638,9100,8000,9417.5,925,1075,1350,1650,2095,1375,1050,895,1030,1440,
2017-07-31,NewHampshire,7464,115000,194900,275000,390000,367500,279900,209900,244900,289900,3.6697247706422,3.3224043715847,3.70507595405706,10000,7450,10000,1042,1369,1700,1850,,1695,1500,1212.5,1279.5,1750,875
2017-07-31,NewJersey,50146,175450,232450,339900,524900,749900,299999,259900,289000,314900,3.59281437125748,3.5778175313059,3.60036040080839,10000,10000,10000,1575,1925,2200,2600,,2000,1900,1700,1850,2000,1900
2017-07-31,NewMexico,12338,149500,164000,212500,291500,449000,224650,175000,237465,225000,3.11514249352302,4.0016006402561,3.08823529411765,7000,9000,7000,679,850,1200,1350,,1195,955,650,750,1200,800
2017-07-31,NewYork,68097,289850,226550,199900,319000,510000,339900,738000,549000,299000,4.00106695118698,3.77285865760309,4.00320256204964,10000,20000,10000,2200,2450,2800,,,3250,3200,2550,2450,,2500
2017-07-31,NorthCarolina,51922,139250,153900,208000,339900,485000,249900,198000,208995,250000,2.81081081081082,2.99401197604791,2.80112044817927,7000,5150,7100,1035,1136,1250,1600,2050,1250,1100,800,1145,1295,1367
2017-07-31,Ohio,40835,85000,92750,139900,254997,289900,155000,139900,85500,158900,3.584229390681,3.26340326340326,3.61881785283474,5100,5000,5100,740,895,1075,1450,,1050,1115,700,870,1050,700
2017-07-31,Oklahoma,20754,69000,75000,162000,268000,390000,179900,99900,185000,180000,2.70416441319632,2.82776349614395,2.70343336036767,5000,3500,5000,670,770,1095,1450,1150,1075,,725,775,1095,1095
2017-07-31,Oregon,16552,240000,275000,334900,449900,554995,357995,277500,339925,360000,3.03076223670253,3.17903045953401,3.03030303030303,10100,10000,10100,1341,1450,1775,2200,,1795,1550,1180,1397,1800,1385.5
2017-07-31,Pennsylvania,54921,129900,135000,174500,308674.5,349900,194500,209900,129900,192000,3.55510411376333,3.17195325542571,3.57181127004959,6000,6000,6000,1100,1250,1400,1800,,1395,1510,1000,1250,1350,1165
2017-07-31,RhodeIsland,4616,185000,229900,289900,399900,269900,299000,249900,224900,308500,3.56742833545773,3.41438703140831,3.57270453733476,10000,10000,10000,1200,1450,1800,2350,2000,1900,1600,1350,1400,2100,1150
2017-07-31,SouthCarolina,30312,177450,149900,209900,299900,376990,234900,173000,,240000,2.45122561280641,2.74010143518397,2.43437163287296,5100,5000,5100,,1135,1325,1695,,1300,1262.5,1000,1170,1325,1295
2017-07-31,SouthDakota,3376,,172900,205000,245000,386000,215000,174900,175000,216450,2.97789296578672,,2.97789296578672,5825,,5825,650,824,1150,1400,,1150,,750,795,1175,
2017-07-31,Tennessee,30059,199000,164900,222900,356735,515000,224990,219500,130000,225000,2.94290759270159,2.64075599983459,2.96495956873315,6400,5100,6501,1225,1160,1200,1525,1572.5,1295,1395,825,1230,1250,1325
2017-07-31,Texas,104018,157888,194475,225000,330196.5,490990,270000,225000,237000,274000,2.60086293027388,3.03039486045031,2.59259259259259,8000,6000,8000,1091,1343,1500,1850,2500,1510,1290,995,1240,1550,1450
2017-07-31,Utah,8300,,217900,292990,365500,474900,329500,299900,,329900,2.70273922669933,2.74205543697201,2.69891232696111,10000,9700,10000,920,1050,1375,1600,1800,1400,1250,895,1070,1450,
2017-07-31,Vermont,6408,110000,169900,259900,375000,399750,247500,175000,175000,250000,4.49289863219037,4.72377902321858,4.46096654275093,10000,10000,10000,1150,,,,,,,,1400,,
2017-07-31,Virginia,42428,204950,184999,249900,392990,557750,299900,254994.5,217000,305000,2.56476019492178,2.35294117647059,2.59927797833935,9001,5100,9500,1500,1498,1595,2000,2500,1695,1650,1050,1550,1700,1729
2017-07-31,Washington,21430,239000,264451,334900,447000,549625,350000,275000,339950,359950,3.12695434646654,3.46873757303785,3.125,10000,10000,10000,1715,1700,1950,2450,2600,2000,1799.5,1350,1695,2100,1475
2017-07-31,WestVirginia,10166,79900,89900,149900,239900,295000,155000,139900,119200,155000,4.31924882629108,,4.34782608695652,6000,,6000,580,750,1100,1350,,1000,1025,,700,1000,705
2017-07-31,Wisconsin,32934,99900,144900,199900,262250,3E+05,198000,179900,135750,199900,3.57398141529665,3.10318076027929,3.61532899493854,8000,5100,8000,850,975,1200,1320,,1200,,800,945,1200,860
2017-07-31,Wyoming,5024,156900,179900,235000,289900,389500,242500,,195000,242500,3.34390720244063,,3.34390720244063,8000,,8000,650,741,1100,,,1100,,700,750,1112.5,1100
2017-08-31,Alabama,28280,,126450,169900,284900,359000,189900,240083,139900,189900,3.15533980582524,2.85795941697627,3.17829457364341,5000,6000,5000,734,781,995,1450,1892.5,995,1000,662.5,820,995,989.5
2017-08-31,Alaska,3954,118997.5,182032,279000,375000,470000,275000,184950,419000,292000,2.35294117647059,2.1978021978022,2.38095238095238,6000,5000,7000,950,1200,1650,2000,1700,1600,1425,1199.5,1200,1692.5,
2017-08-31,Arizona,27598,89500,194900,254900,329900,417450,269000,175000,250000,276900,1.88679245283019,2.20498162515312,1.8667943194511,5000,4900,5000,915,1095,1275,1450,,1350,1200,850,1100,1395,1350
2017-08-31,Arkansas,17050,99000,89900,149900,273950,382500,162000,179000,179000,162000,3.34448160535117,,3.33889816360601,5100,,5100,675,700,1000,1400,,1050,900,650,730,1050,1050
2017-08-31,California,65523,325000,385000,459000,599974.5,890000,499900,459000,715000,515000,2.67733497461148,2.5062656641604,2.7063599458728,11111,10000,12000,1945,2350,2750,3000,3500,2695,2600,1850,2200,2700,1910.5
2017-08-31,Colorado,23042,255000,319000,380000,5E+05,685600,403900,327250,515000,419000,2.45122561280641,2.60869565217391,2.44498777506112,10000,9500,10000,1415,1650,1920,2200,2299.5,1800,1500,1220,1520,1900,1375
2017-08-31,Connecticut,22902,149900,194500,269900,439000,649000,305000,210000,209900,329999,3.57232169287084,3.45065562456867,3.57270453733476,10000,6000,10000,1267.5,1475,1800,2277.5,1700,1800,1500,1250,1399,2000,1267
2017-08-31,Delaware,6070,159450,184900,250900,350950,499900,279000,279900,,279000,2.94290759270159,3.50323277292702,2.9029029029029,8000,9950,7600,975,1175,1350,1700,,1350,1250,950,1100,1350,1050
2017-08-31,DistrictofColumbia,1120,385000,559900,599000,825000,1595000,529000,449900,,620000,3.09375030212405,2.93135069636633,3.11551119214577,15000,11000,20000,2300,3150,3475,3850,,2600,2400,2350,2390,3200,1915
2017-08-31,Florida,131075,179900,198999.5,259900,359000,540000,279900,249900,289990,289390,2.71405322689035,3.2258064516129,2.60162601626016,8000,7000,8245,1375,1600,1800,2175,3100,1750,1775,1650,1600,1750,1675
2017-08-31,Georgia,52777,165000,160000,183897.5,285000,404995,235000,199000,,239000,2.73831832194886,2.77854959711031,2.73355099817253,7000,5400,7000,1224.5,1259.5,1250,1595,1995,1300,1325,950,1285,1300,1295
2017-08-31,Hawaii,6526,375000,525000,673050,899000,1235000,599250,469000,895000,720500,3.26157860404436,3.13234334603932,3.34448160535117,16000,11000,20000,1655,2100,2635,3000,2600,2300,2095,1800,2000,2700,1437.5
2017-08-31,Idaho,10101,179700,192500,245000,299900,387500,269900,287950,249000,269000,2.88404944084756,3.682208994709,2.86275461278061,8100,8250,8100,675,825,1200,1400,,1245,950,797,797,1250,
2017-08-31,Illinois,58052,118999,149900,199900,329000,379000,215000,219900,198500,214900,3.03030303030303,2.94166881240716,3.03214069132808,6000,6000,6000,1395,1550,1805,2200,,1625,1726.5,1497.5,1550,1550,1460
2017-08-31,Indiana,24322,75500,89900,154900,258990,361417.5,164900,147000,90000,165000,3.04480208786428,3.09122767431204,3.04414017436693,5000,5000,5000,715,805,1095,1350,,1050,1075,653,840,1050,1050
2017-08-31,Iowa,12891,99850,119900,179900,276500,364900,169900,184900,135950,169500,3.26797385620915,2.85841893702545,3.30524156880384,5000,5000,5000,695,840,1172,,,1050,974,745,810,1100,860
2017-08-31,Kansas,11312,60500,75000,145000,259900,335000,165000,,148500,166900,3.35206050316407,,3.34863544474394,5000,,5000,690,775,1095,1350,1150,1030,800,750,784,1050,
2017-08-31,Kentucky,17088,97500,119000,159900,271900,353400,170000,152907.5,144900,171900,3.27426073522192,2.77893572129001,3.30595978270846,5100,4600,5100,759,849,1115,1550,,1095,1075,725,844,1100,980
2017-08-31,Louisiana,19187,,125000,185000,278650,402500,203500,249900,249000,2E+05,3.0778701138812,3.33333333333333,3.07692307692308,6000,6000,6000,950,975,1200,1600,,1275,1350,1150,1100,1250,1375
2017-08-31,Maine,9660,129900,184999,230000,294500,349000,229900,259000,179000,229000,4.16,3.43309606577277,4.17014178482068,10000,8900,10000,1135,1300,1537.5,1772.5,,1800,1850,1200,1250,1700,
2017-08-31,Maryland,22432,139450,214900,349990,490000,789990,3E+05,229500,279900,315000,2.94117647058824,3.16333118140736,2.91322147904432,10000,7000,10000,1424,1550,1736,2150,2947.5,1750,1600,1200,1526,1795,1700
2017-08-31,Massachusetts,17920,279900,319900,374900,549900,629900,419000,374900,339900,429000,3.13479623824452,2.85877644368211,3.22614119104031,10000,10000,10000,1970,2375,2800,3500,4200,2525,2500,2500,2450,2700,1695
2017-08-31,Michigan,47726,97450,131800,189900,325000,424900,169900,2E+05,129950,165000,3.74074074074074,2.94290759270159,3.84615384615384,6000,5099.5,6000,752.5,1000,1200,1850,,1100,1350,775,975,1025,950
2017-08-31,Minnesota,21418,150000,184900,239900,339900,450000,247000,175000,215000,249900,3.07692307692308,3.04761904761904,3.07739652254193,9100,5000,9500,1215,1375,1575,1750,2000,1495,1300,950,1304,1500,1195
2017-08-31,Mississippi,12422,89250,99500,159900,264900,340900,174900,224900,129000,172500,3.51724137931034,2.68382352941177,3.5314891112419,5100,5800,5100,702.5,782,1100,1460,,1100,,700,795,1100,1000
2017-08-31,Missouri,30800,79900,99500,163000,289900,379700,169900,154900,145000,169900,3.26164874551972,2.93758119776637,3.30453921032007,5000,5000,5000,775,825,1000,1250,1125,965,975,725,845,965,874.5
2017-08-31,Montana,7069,187000,215250,289900,369900,480000,299900,260000,280000,305175,3.51687357495682,,3.50877192982456,10000,,10000,675,850,1310,1500,,1225,,775,800,1250,622.5
2017-08-31,Nebraska,4818,109900,133500,176700,305000,349900,195000,221009.5,145750,194900,3.06122448979592,3.57270453733476,3.04528483680598,5500,5500,5500,815,970,1275,1350,,,,735,875,1250,660
2017-08-31,Nevada,14753,145600,198000,259900,349500,464888,290000,150000,272000,299900,2.32558139534884,2.82051282051282,2.28050171037628,9000,5500,9000,950,1100,1350,1625,2095,1375,1060,899,1068.5,1435,
2017-08-31,NewHampshire,7667,115000,192500,275000,389900,359000,279000,209900,249900,289900,3.47962382445141,2.94290759270159,3.56215213358071,10000,6000,10000,1050,1370.5,1650,2000,,1700,1500,1192.5,1295,1800,892.5
2017-08-31,NewJersey,49051,170450,229900,338894,519000,739000,299000,255000,294500,3E+05,3.70507595405706,3.70370370370371,3.70507595405706,10000,10000,10000,1595,1900,2100,2500,,1950,1850,1650,1820,2000,1850
2017-08-31,NewMexico,12425,149000,163245,210000,289400,429000,223000,169900,232000,225000,3.07739652254193,3.67328042328043,3.05970149253731,6500,6600,6500,658,850,1199,1400,,1195,1050,659,745,1200,850
2017-08-31,NewYork,67324,279000,219999,199000,304500,489000,329900,709000,523318.5,292900,4.00320256204964,3.71057513914657,4.01606425702812,10000,19000,10000,2200,2449,2795,,,3170,3100,2595,2440,,2495
2017-08-31,NorthCarolina,51697,139900,154925,205000,335000,487250,249500,195000,220000,249900,2.82727144990815,3,2.8169014084507,7000,5100,7000,1050,1120,1225,1595,1995,1250,1050,790,1145,1250,1350
2017-08-31,Ohio,41843,84900,93900,139000,254900,285000,155000,141900,89000,157500,3.61663652802894,3.33692142088267,3.63856882959369,5000,5000,5000,735,875,1050,1400,,1050,1150,700,855,1025,775
2017-08-31,Oklahoma,20884,69900,75000,159900,265000,399945,179000,92000,189900,179900,2.72373540856031,3.61881785283474,2.70416441319632,5000,4910,5000,675,750,1050,1400,1112.5,1025,,725,775,1050,1000
2017-08-31,Oregon,17625,239996,274900,329900,444990,549900,350000,275000,339000,359000,2.99757493937348,2.75675675675676,3.000300060012,10000,10000,10000,1350,1425,1750,2195,,1775,1575,1195,1395,1800,1376
2017-08-31,Pennsylvania,54955,127950,135000,170000,300900,338223.5,189900,210000,129000,189900,3.63636363636364,2.90671353381987,3.67860600193611,6000,5100,6000,1100,1250,1350,1750,,1350,1517.5,995,1230,1300,1175
2017-08-31,RhodeIsland,4658,186000,229900,289900,379900,269900,299000,245000,229000,299900,3.59897172236504,3.44575791981122,3.63702491362066,10000,10000,10000,1200,1450,1800,2300,2000,1900,1600,1337.5,1400,2000,1102.5
2017-08-31,SouthCarolina,30012,169900,149900,209000,299900,379000,234900,174900,,239900,2.53606237816764,2.77402402402402,2.51256281407035,5010,5000,5100,,1125,1300,1695,,1300,1250,1000,1170,1347.5,1300
2017-08-31,SouthDakota,3456,,169900,199900,239900,389900,214500,170000,169900,214900,3.21290322580645,,3.2258064516129,6550,,7000,634.5,805,1150,1385,,1100,,675,780,1100,
2017-08-31,Tennessee,30445,199000,164900,221945,357949.5,523700,224900,215000,135000,224900,2.94204177699323,2.62065953264905,2.94768030376095,6000,6000,6005.5,1270,1135.5,1200,1500,1470,1295,1300,800,1236.5,1275,1350
2017-08-31,Texas,109433,157633,189900,224900,329900,482999,269900,225000,229000,270990,2.61479933558377,3.0056367451796,2.59909031838856,7400,6000,7500,1099,1329,1495,1850,2495,1500,1266.5,988.5,1245,1525,1400
2017-08-31,Utah,8891,,219900,295000,364900,470000,328935,310000,,329000,2.67022696929239,2.4507700888069,2.68635253573333,10000,7000,10000,920,1057,1395,1595,1810,1416,1295,900,1085,1475,
2017-08-31,Vermont,6440,108500,169900,259900,375000,4E+05,246500,176000,179000,250000,4.81082465683246,4.78468899521531,4.81283422459893,10000,10000,10000,1200,,,,,,,,1400,,
2017-08-31,Virginia,42318,205000,180000,247950,389900,549900,295000,253437.5,219500,299900,2.59355316783995,2.20509578916659,2.63227165043433,9000,5000,9100,1513,1495,1550,1995,2497.5,1650,1645,1049,1546,1650,1681.5
2017-08-31,Washington,22483,239000,265000,334900,439900,539950,350000,279000,349500,359000,3.17460317460317,3.30110036678893,3.1578947368421,10000,10000,10000,1695,1695,1950,2400,2597.5,2000,1799.5,1350,1675,2100,1466
2017-08-31,WestVirginia,10367,81925,89900,149500,237500,289990,153000,149000,119000,153900,4.54355981659025,,4.54450718102239,6000,,6000,600,750,1062.5,1275,,975,1050,,700,960,675
2017-08-31,Wisconsin,32627,99900,144900,199900,259000,294450,196900,179900,134900,199000,3.5778175313059,3.15661727133367,3.61663652802894,7000,5100,7000,845,965,1175,1240,,1200,,795,940,1150,900
2017-08-31,Wyoming,5157,164000,178550,234900,289900,398000,239900,,194500,239850,3.09090909090909,,3.08809277660702,7600,,8000,650,750,1085,,,1100,,700,725,1100,1100
2017-09-30,Alabama,28086,,129900,169900,283040,356427.5,193900,245000,139450,190000,3.09090909090909,2.85279573982503,3.10077519379846,5000,7500,5000,740,799,999,1445,1850,995,1000,675,829,995,995
2017-09-30,Alaska,3964,121625,185450,279900,371000,469000,275000,188500,399000,291925,2.38611713665944,2.58030542390731,2.35459448857507,6000,5000,6000,950,1199,1650,2050,1587.5,1600,1450,1199.5,1200,1650,
2017-09-30,Arizona,27608,89000,199900,256631.5,330000,435000,269900,178000,250000,279000,1.85185356653267,2.17089204147232,1.83636363636364,5000,4999,5000,916,1095,1261,1395,,1350,1200,850,1095,1395,1350
2017-09-30,Arkansas,16871,115000,89900,150000,275000,389900,164900,170450,180000,164900,3.33444481493831,,3.33333333333333,5000,,5000,650,725,995,1497.5,,1050,812.5,650,747,1050,1025
2017-09-30,California,65391,329000,388000,459000,599999,895000,499950,459999.5,7E+05,515000,2.66666666666666,2.44498777506112,2.7027027027027,11105.5,10000,12400,1940,2350,2700,2980,3485,2650,2600,1850,2200,2700,1920
2017-09-30,Colorado,22440,268500,320000,383600,505473,692230,408597,329700,499900,420000,2.40963855421686,2.41021932995903,2.40963855421686,10000,8500,10000,1415,1665,1895,2200,2300,1800,1550,1230,1515,1895,1374
2017-09-30,Connecticut,22235,149900,189900,269900,439900,650000,309900,209900,210000,339000,3.57398141529665,3.39097999321804,3.61772719043184,10000,7100,10000,1300,1450,1750,2200,1600,1750,1500,1200,1400,1900,1251.5
2017-09-30,Delaware,6002,162450,184949.5,252000,357450,499900,277900,279000,,277720,2.80065507358804,2.49567108758322,2.85795941697627,7000,5000,7000,988,1175,1350,1710,,1350,1250,950,1100,1350,1050
2017-09-30,DistrictofColumbia,1296,389900,579900,650000,864990,1662500,550000,452000,,659900,3.33334722233796,3.12989045383412,3.4572195229814,20000,15000,24999.5,2275,3032,3350,3600,,2595,2395,2250,2340,3050,1900
2017-09-30,Florida,126825,182500,199777,261990,359900,544900,283990,254900,299000,290000,2.77932184546971,3.33555703802535,2.65319120407616,7500,7000,7900,1361,1600,1800,2150,3000,1775,1800,1650,1600,1750,1700
2017-09-30,Georgia,51750,169000,164900,184900,285990,403558,236900,199900,,239900,2.80417247688276,2.68456375838926,2.8169014084507,7000,5000,7000,1211.5,1260,1250,1582.5,1995,1300,1300,925,1275,1300,1295
2017-09-30,Hawaii,6412,375000,525000,650000,898888,1250000,599000,470000,899000,7E+05,3.2258064516129,3.03951367781155,3.42128365197035,19000,13000,20000,1700,2095,2600,3000,2762.5,2300,2000,1899.5,1995,2600,1400
2017-09-30,Idaho,10001,179000,189900,242990,298980,384950,269000,285000,244200,268900,2.75977032783848,3.65646258503401,2.75675675675676,6012,8550,6000,650,825,1200,1400,,1250,999,825,825,1250,
2017-09-30,Illinois,58612,118999,149900,199900,324500,379000,214900,220000,198000,212000,2.98163916550409,2.89017341040463,3.000600120024,6000,6000,6000,1430,1550,1795,1995,,1600,1700,1500,1550,1513,1495
2017-09-30,Indiana,24513,77900,89900,154900,259992.5,360000,167500,149999,89000,168500,2.98059611922384,2.69851802698518,2.98507462686567,5000,5000,5000,709.5,815,1099,1395,,1050,1080,650,845,1050,1099.5
2017-09-30,Iowa,13898,89900,119900,178000,272900,365700,169000,190000,135000,165500,3.26884589726484,2.77419871794872,3.33333333333333,5000,4547.5,5000,710,850,1125,,,1050,974,770,830,1100,850
2017-09-30,Kansas,11484,69750,77999,148000,269900,349000,169900,,155000,169900,3.22788896061975,,3.22788896061975,5000,,5000,699,779,1077,1300,1187,1000,797.5,750,781,1010,
2017-09-30,Kentucky,17082,94900,118000,160000,269900,358782.5,169900,159200,144900,170000,3.17831738688056,2.44538637104662,3.2258064516129,5000,4600,5000,775,855,1100,1575,,1095,1050,725,839.5,1095,995
2017-09-30,Louisiana,19600,,125000,185000,279900,409950,203500,253500,240000,2E+05,3.03214069132808,3.584229390681,3.03030303030303,6000,9000,5900,925,950,1200,1512.5,,1250,1275,1100,1095,1250,1300
2017-09-30,Maine,9510,129650,185000,235000,289000,349950,230000,259900,179950,229900,4.00855272178802,3.31182795698925,4.05295895571423,10000,10000,10000,1000,1299,1595,1825,,1650,1725,1185,1200,1600,
2017-09-30,Maryland,22665,139450,219000,354990,489990,774990,303000,225900,286990,315000,3.02013422818792,3.04245764441723,3.01176470588236,10000,8000,10000,1418,1535,1725,2100,3137.5,1700,1600,1172.5,1521,1750,1695
2017-09-30,Massachusetts,18705,299000,325000,379000,550000,649000,419900,389900,350000,429900,3.17894736842105,3.12695434646654,3.19780574378832,10100,10000,10100,1970,2315.5,2750,3400,4132.5,2500,2475,2450,2400,2600,1700
2017-09-30,Michigan,47186,99000,132000,189900,325000,431900,169900,208000,129900,164900,3.76802286075973,3.10318076027929,3.84615384615384,5900,5900,5900,812,1025,1150,1850,,1100,1350,837.5,1000,1050,950
2017-09-30,Minnesota,21918,155000,187000,239900,340000,459900,249000,179500,214000,249900,2.99179975831689,3.05453188412558,2.9857430934438,8000,5000,9000,1215,1365,1534.5,1700,1985,1495,1295,949,1300,1500,1195
2017-09-30,Mississippi,12166,92500,99500,159950,264650,345900,175000,230000,129500,174900,3.57270453733476,4.26439232409381,3.56537530266344,5400,5000,5400.5,695,800,1100,1395,,1100,,700,815,1100,1000
2017-09-30,Missouri,30617,79900,99900,163900,289000,377900,169900,155000,145900,169900,3.2298664658226,3.13432835820896,3.23232323232323,5000,5000,5000,763,845,1000,1297.5,1072.5,975,995,700,846,975,895
2017-09-30,Montana,6970,187000,215000,289900,365000,481750,299500,255000,287000,299950,3.26612903225807,,3.22632682690757,10000,,10000,675,850,1300,1450,,1200,,795,800,1200,690
